time,gvc,water
8.8332,8.51108,8.2
8.9166,8.5108,8.2
9,8.51017,8.2
9.0834,8.51111,8.2
9.1668,8.51131,8.2
9.2502,8.51243,8.2
9.3336,8.51326,8.2
9.417,8.51471,8.2
9.5004,8.51517,8.2
9.5832,8.51507,8.2
9.6666,8.51409,8.2
9.75,8.51325,8.2
9.8334,8.51151,8.2
9.9168,8.5078,8.2
10.0002,8.50306,8.2
10.0836,8.49892,8.2
10.167,8.49511,8.2
10.2504,8.4906,8.2
10.3332,8.48415,8.2
10.4166,8.47563,8.2
10.5,8.45751,8.2
10.5834,8.44367,8.2
10.6668,8.43531,8.2
10.7502,8.42235,8.2
10.8336,8.40461,8.2
10.917,8.38948,8.2
11.0004,8.37987,8.2
11.0832,8.3688,8.2
11.1666,8.3582,8.2
11.25,8.34618,8.2
11.3334,8.33424,8.2
11.4168,8.32327,8.2
11.5002,8.31487,8.2
11.5836,8.31049,8.2
11.667,8.30607,8.2
11.7504,8.30106,8.2
11.8332,8.29679,8.2
11.9166,8.2914,8.2
12,8.28443,8.2
12.0834,8.27728,8.2
12.1668,8.26965,8.2
12.2502,8.26139,8.2
12.3336,8.25428,8.2
12.417,8.24769,8.2
12.5004,8.23908,8.2
12.5832,8.22721,8.2
12.6666,8.21427,8.2
12.75,8.20291,8.2
12.8334,8.19235,8.2
12.9168,8.18363,8.2
13.0002,8.17412,8.2
13.0836,8.16662,8.2
13.167,8.16027,8.2
13.2504,8.15243,8.2
13.3332,8.14389,8.2
13.4166,8.13428,8.2
13.5,8.12579,8.2
13.5834,8.11886,8.2
13.6668,8.11139,8.2
13.7502,8.10177,8.2
13.8336,8.08964,8.2
13.917,8.07885,8.2
14.0004,8.07167,8.2
14.0832,8.0647,8.2
14.1666,8.05849,8.2
14.25,8.05307,8.2
14.3334,8.04723,8.2
14.4168,8.0415,8.2
14.5002,8.03654,8.2
14.5836,8.03307,8.2
14.667,8.02849,8.2
14.7504,8.02303,8.2
14.8332,8.01652,8.2
14.9166,8.01214,8.2
15,8.00485,8.2
15.0834,8.00051,8.2
15.1668,7.99474,8.2
15.2502,7.98925,8.2
15.3336,7.98358,8.2
15.417,7.97934,8.2
15.5004,7.97454,8.2
15.5832,7.96874,8.2
15.6666,7.96313,8.2
15.75,7.95644,8.2
15.8334,7.95095,8.2
15.9168,7.94725,8.2
16.0002,7.94473,8.2
16.0836,7.94239,8.2
16.167,7.94226,8.2
16.2504,7.94045,8.2
16.3332,7.93746,8.2
16.4166,7.93329,8.2
16.5,7.9284,8.2
16.5834,7.92268,8.2
16.6668,7.91608,8.2
16.7502,7.91048,8.2
16.8336,7.90398,8.2
16.917,7.90019,8.2
17.0004,7.89633,8.2
17.0832,7.89402,8.2
17.1666,7.89208,8.2
17.25,7.88843,8.2
17.3334,7.88184,8.2
17.4168,7.87105,8.2
17.5002,7.8559,8.2
17.5836,7.84067,8.2
17.667,7.83191,8.2
17.7504,7.82646,8.2
17.8332,7.82054,8.2
17.9166,7.81663,8.2
18,7.81211,8.2
18.0834,7.80614,8.2
18.1668,7.7993,8.2
18.2502,7.79437,8.2
18.3336,7.79132,8.2
18.417,7.78733,8.2
18.5004,7.78243,8.2
18.5832,7.77836,8.2
18.6666,7.77452,8.2
18.75,7.77272,8.2
18.8334,7.77212,8.2
18.9168,7.76835,8.2
19.0002,7.76297,8.2
19.0836,7.75973,8.2
19.167,7.75463,8.2
19.2504,7.75197,8.2
19.3332,7.75274,8.2
19.4166,7.75158,8.2
19.5,7.75041,8.2
19.5834,7.74948,8.2
19.6668,7.74302,8.2
19.7502,7.74065,8.2
19.8336,7.7471,8.2
19.917,7.74906,8.2
20.0004,7.74558,8.2
20.0832,7.73847,8.2
20.1666,7.73177,8.2
20.25,7.72643,8.2
20.3334,7.7233,8.2
20.4168,7.71965,8.2
20.5002,7.71651,8.2
20.5836,7.71316,8.2
20.667,7.71169,8.2
20.7504,7.71303,8.2
20.8332,7.71664,8.2
20.9166,7.72224,8.2
21,7.73037,8.2
21.0834,7.7417,8.2
21.1668,7.75216,8.2
21.2502,7.75887,8.2
21.3336,7.76355,8.2
21.417,7.76789,8.2
21.5004,7.77203,8.2
21.5832,7.77456,8.2
21.6666,7.77679,8.2
21.75,7.77946,8.2
21.8334,7.78201,8.2
21.9168,7.78468,8.2
22.0002,7.78297,8.2
22.0836,7.78188,8.2
22.167,7.76705,8.2
22.2504,7.73719,8.2
22.3332,7.71284,8.2
22.4166,7.70802,8.2
22.5,7.70901,8.2
22.5834,7.71329,8.2
22.6668,7.71616,8.2
22.7502,7.72001,8.2
22.8336,7.7248,8.2
22.917,7.73059,8.2
23.0004,7.73748,8.2
23.0832,7.74346,8.2
23.1666,7.7468,8.2
23.25,7.74956,8.2
23.3334,7.74986,8.2
23.4168,7.75093,8.2
23.5002,7.74784,8.2
23.5836,7.74253,8.2
23.667,7.73525,8.2
23.7504,7.73334,8.2
23.8332,7.73802,8.2
23.9166,7.74213,8.2
24,7.74243,8.2
24.0834,7.7401,8.2
24.1668,7.73614,8.2
24.2502,7.73295,8.2
24.3336,7.73053,8.2
24.417,7.72997,8.2
24.5004,7.73242,8.2
24.5832,7.73377,8.2
24.6666,7.73593,8.2
24.75,7.74114,8.2
24.8334,7.74304,8.2
24.9168,7.74622,8.2
25.0002,7.74684,8.2
25.0836,7.74984,8.2
25.167,7.75192,8.2
25.2504,7.75589,8.2
25.3332,7.7622,8.2
25.4166,7.76872,8.2
25.5,7.77108,8.2
25.5834,7.77053,8.2
25.6668,7.76986,8.2
25.7502,7.77278,8.2
25.8336,7.77624,8.2
25.917,7.77895,8.2
26.0004,7.7806,8.2
26.0832,7.78056,8.2
26.1666,7.7791,8.2
26.25,7.77507,8.2
26.3334,7.77106,8.2
26.4168,7.76768,8.2
26.5002,7.76202,8.2
26.5836,7.75703,8.2
26.667,7.75331,8.2
26.7504,7.75449,8.2
26.8332,7.75889,8.2
26.9166,7.76242,8.2
27,7.76184,8.2
27.0834,7.75851,8.2
27.1668,7.75454,8.2
27.2502,7.74986,8.2
27.3336,7.74664,8.2
27.417,7.745,8.2
27.5004,7.74265,8.2
27.5832,7.74092,8.2
27.6666,7.74094,8.2
27.75,7.74311,8.2
27.8334,7.7454,8.2
27.9168,7.74814,8.2
28.0002,7.75012,8.2
28.0836,7.75091,8.2
28.167,7.75105,8.2
28.2504,7.7482,8.2
28.3332,7.74897,8.2
28.4166,7.75178,8.2
28.5,7.75206,8.2
28.5834,7.75143,8.2
28.6668,7.75262,8.2
28.7502,7.75401,8.2
28.8336,7.7546,8.2
28.917,7.75648,8.2
29.0004,7.7571,8.2
29.0832,7.75416,8.2
29.1666,7.75089,8.2
29.25,7.74981,8.2
29.3334,7.7509,8.2
29.4168,7.7543,8.2
29.5002,7.75548,8.2
29.5836,7.7559,8.2
29.667,7.75583,8.2
29.7504,7.75597,8.2
29.8332,7.75501,8.2
29.9166,7.75312,8.2
30,7.75441,8.2
30.0834,7.75545,8.2
30.1668,7.75605,8.2
30.2502,7.75567,8.2
30.3336,7.754,8.2
30.417,7.75411,8.2
30.5004,7.75814,8.2
30.5832,7.76659,8.2
30.6666,7.77239,8.2
30.75,7.77568,8.2
30.8334,7.77675,8.2
30.9168,7.7781,8.2
31.0002,7.77615,8.2
31.0836,7.77315,8.2
31.167,7.77078,8.2
31.2504,7.76439,8.2
31.3332,7.76081,8.2
31.4166,7.75806,8.2
31.5,7.75548,8.2
31.5834,7.75121,8.2
31.6668,7.74609,8.2
31.7502,7.74109,8.2
31.8336,7.74064,8.2
31.917,7.74011,8.2
32.0004,7.73873,8.2
32.0832,7.73529,8.2
32.1666,7.74359,8.2
32.25,7.75043,8.2
32.3334,7.75039,8.2
32.4168,7.74966,8.2
32.5002,7.75095,8.2
32.5836,7.75301,8.2
32.667,7.75533,8.2
32.7504,7.75399,8.2
32.8332,7.75158,8.2
32.9166,7.74592,8.2
33,7.7385,8.2
33.0834,7.72792,8.2
33.1668,7.7244,8.2
33.2502,7.73268,8.2
33.3336,7.74364,8.2
33.417,7.7525,8.2
33.5004,7.76064,8.2
33.5832,7.76625,8.2
33.6666,7.77128,8.2
33.75,7.77557,8.2
33.8334,7.77932,8.2
33.9168,7.78126,8.2
34.0002,7.78094,8.2
34.0836,7.77429,8.2
34.167,7.77163,8.2
34.2504,7.77215,8.2
34.3332,7.77425,8.2
34.4166,7.77828,8.2
34.5,7.78179,8.2
34.5834,7.78537,8.2
34.6668,7.78399,8.2
34.7502,7.79473,8.2
34.8336,7.80173,8.2
34.917,7.80924,8.2
35.0004,7.81759,8.2
35.0832,7.82765,8.2
35.1666,7.83485,8.2
35.25,7.84598,8.2
35.3334,7.85459,8.2
35.4168,7.86228,8.2
35.5002,7.87133,8.2
35.5836,7.87923,8.2
35.667,7.88532,8.2
35.7504,7.88994,8.2
35.8332,7.89322,8.2
35.9166,7.89681,8.2
36,7.90438,8.2
36.0834,7.91492,8.2
36.1668,7.92468,8.2
36.2502,7.93597,8.2
36.3336,7.94791,8.2
36.417,7.96094,8.2
36.5004,7.97203,8.2
36.5832,7.98566,8.2
36.6666,8.00001,8.2
36.75,8.01383,8.2
36.8334,8.0248,8.2
36.9168,8.04475,8.2
37.0002,8.05969,8.2
37.0836,8.06801,8.2
37.167,8.07505,8.2
37.2504,8.08126,8.2
37.3332,8.08901,8.2
37.4166,8.09535,8.2
37.5,8.10461,8.2
37.5834,8.11163,8.2
37.6668,8.11848,8.2
37.7502,8.12475,8.2
37.8336,8.1333,8.2
37.917,8.14258,8.2
38.0004,8.14906,8.2
38.0832,8.15478,8.2
38.1666,8.15842,8.2
38.25,8.16384,8.2
38.3334,8.16962,8.2
38.4168,8.17779,8.2
38.5002,8.18566,8.2
38.5836,8.19205,8.2
38.667,8.19774,8.2
38.7504,8.20423,8.2
38.8332,8.2097,8.2
38.9166,8.21464,8.2
39,8.22123,8.2
39.0834,8.22853,8.2
39.1668,8.23474,8.2
39.2502,8.24002,8.2
39.3336,8.24365,8.2
39.417,8.24592,8.2
39.5004,8.25025,8.2
39.5832,8.25204,8.2
39.6666,8.2543,8.2
39.75,8.25734,8.2
39.8334,8.2594,8.2
39.9168,8.26276,8.2
40.0002,8.26324,8.2
40.0836,8.26439,8.2
40.167,8.26563,8.2
40.2504,8.26878,8.2
40.3332,8.27178,8.2
40.4166,8.27715,8.2
40.5,8.28023,8.2
40.5834,8.28515,8.2
40.6668,8.28998,8.2
40.7502,8.29224,8.2
40.8336,8.29673,8.2
40.917,8.29848,8.2
41.0004,8.30028,8.2
41.0832,8.30271,8.2
41.1666,8.305,8.2
41.25,8.30738,8.2
41.3334,8.30842,8.2
41.4168,8.31036,8.2
41.5002,8.3136,8.2
41.5836,8.31683,8.2
41.667,8.32006,8.2
41.7504,8.32237,8.2
41.8332,8.32488,8.2
41.9166,8.32654,8.2
42,8.33005,8.2
42.0834,8.3314,8.2
42.1668,8.33268,8.2
42.2502,8.33408,8.2
42.3336,8.33759,8.2
42.417,8.34017,8.2
42.5004,8.34324,8.2
42.5832,8.34378,8.2
42.6666,8.34576,8.2
42.75,8.34864,8.2
42.8334,8.35207,8.2
42.9168,8.35399,8.2
43.0002,8.3561,8.2
43.0836,8.35912,8.2
43.167,8.36307,8.2
43.2504,8.36759,8.2
43.3332,8.37028,8.2
43.4166,8.3733,8.2
43.5,8.3759,8.2
43.5834,8.37772,8.2
43.6668,8.37914,8.2
43.7502,8.37982,8.2
43.8336,8.38267,8.2
43.917,8.38483,8.2
44.0004,8.38812,8.2
44.0832,8.38948,8.2
44.1666,8.39191,8.2
44.25,8.39251,8.2
44.3334,8.39411,8.2
44.4168,8.39597,8.2
44.5002,8.39693,8.2
44.5836,8.40002,8.2
44.667,8.40183,8.2
44.7504,8.40352,8.2
44.8332,8.40597,8.2
44.9166,8.40726,8.2
45,8.40986,8.2
45.0834,8.41077,8.2
45.1668,8.41172,8.2
45.2502,8.41318,8.2
45.3336,8.41411,8.2
45.417,8.41524,8.2
45.5004,8.41816,8.2
45.5832,8.41993,8.2
45.6666,8.42173,8.2
45.75,8.42433,8.2
45.8334,8.42617,8.2
45.9168,8.42844,8.2
46.0002,8.42978,8.2
46.0836,8.43131,8.2
46.167,8.43291,8.2
46.2504,8.4345,8.2
46.3332,8.43483,8.2
46.4166,8.4359,8.2
46.5,8.4372,8.2
46.5834,8.43796,8.2
46.6668,8.43911,8.2
46.7502,8.43967,8.2
46.8336,8.44057,8.2
46.917,8.44178,8.2
47.0004,8.44293,8.2
47.0832,8.44348,8.2
47.1666,8.44477,8.2
47.25,8.44646,8.2
47.3334,8.44754,8.2
47.4168,8.44783,8.2
47.5002,8.44923,8.2
47.5836,8.44977,8.2
47.667,8.45092,8.2
47.7504,8.45163,8.2
47.8332,8.45299,8.2
47.9166,8.45515,8.2
48,8.45767,8.2
48.0834,8.45945,8.2
48.1668,8.46162,8.2
48.2502,8.46307,8.2
48.3336,8.46497,8.2
48.417,8.46626,8.2
48.5004,8.4685,8.2
48.5832,8.46867,8.2
48.6666,8.47007,8.2
48.75,8.47062,8.2
48.8334,8.47138,8.2
48.9168,8.47171,8.2
49.0002,8.473,8.2
49.0836,8.47222,8.2
49.167,8.46985,8.2
49.2504,8.46824,8.2
49.3332,8.47017,8.2
49.4166,8.46912,8.2
49.5,8.47108,8.2
49.5834,8.47251,8.2
49.6668,8.47287,8.2
49.7502,8.4725,8.2
49.8336,8.47256,8.2
49.917,8.47237,8.2
50.0004,8.47248,8.2
50.0832,8.47183,8.2
50.1666,8.47201,8.2
50.25,8.47245,8.2
50.3334,8.47231,8.2
50.4168,8.47304,8.2
50.5002,8.47302,8.2
50.5836,8.47328,8.2
50.667,8.47499,8.2
50.7504,8.4759,8.2
50.8332,8.47818,8.2
50.9166,8.47969,8.2
51,8.48097,8.2
51.0834,8.48264,8.2
51.1668,8.48284,8.2
51.2502,8.48333,8.2
51.3336,8.48382,8.2
51.417,8.48567,8.2
51.5004,8.4865,8.2
51.5832,8.48776,8.2
51.6666,8.48802,8.2
51.75,8.48796,8.2
51.8334,8.48792,8.2
51.9168,8.48842,8.2
52.0002,8.48936,8.2
52.0836,8.48916,8.2
52.167,8.48955,8.2
52.2504,8.49055,8.2
52.3332,8.48975,8.2
52.4166,8.49012,8.2
52.5,8.48967,8.2
52.5834,8.49047,8.2
52.6668,8.49141,8.2
52.7502,8.49216,8.2
52.8336,8.49355,8.2
52.917,8.4951,8.2
53.0004,8.4949,8.2
53.0832,8.49435,8.2
53.1666,8.49461,8.2
53.25,8.49415,8.2
53.3334,8.49391,8.2
53.4168,8.49313,8.2
53.5002,8.49389,8.2
53.5836,8.49448,8.2
53.667,8.49423,8.2
53.7504,8.49491,8.2
53.8332,8.49663,8.2
53.9166,8.49827,8.2
54,8.49827,8.2
54.0834,8.4973,8.2
54.1668,8.49671,8.2
54.2502,8.49644,8.2
54.3336,8.49584,8.2
54.417,8.49497,8.2
54.5004,8.49584,8.2
54.5832,8.49523,8.2
54.6666,8.49616,8.2
54.75,8.49525,8.2
54.8334,8.49591,8.2
54.9168,8.4971,8.2
55.0002,8.49747,8.2
55.0836,8.49797,8.2
55.167,8.49857,8.2
55.2504,8.49848,8.2
55.3332,8.49824,8.2
55.4166,8.49899,8.2
55.5,8.49844,8.2
55.5834,8.49851,8.2
55.6668,8.49828,8.2
55.7502,8.49802,8.2
55.8336,8.49865,8.2
55.917,8.49734,8.2
56.0004,8.4963,8.2
56.0832,8.49589,8.2
56.1666,8.49447,8.2
56.25,8.49494,8.2
56.3334,8.4967,8.2
56.4168,8.49654,8.2
56.5002,8.49635,8.2
56.5836,8.49671,8.2
56.667,8.495,8.2
56.7504,8.49547,8.2
56.8332,8.49502,8.2
56.9166,8.496,8.2
57,8.49569,8.2
57.0834,8.49627,8.2
57.1668,8.49726,8.2
57.2502,8.49673,8.2
57.3336,8.49809,8.2
57.417,8.49767,8.2
57.5004,8.49802,8.2
57.5832,8.4984,8.2
57.6666,8.50055,8.2
57.75,8.49997,8.2
57.8334,8.49999,8.2
57.9168,8.49957,8.2
58.0002,8.49985,8.2
58.0836,8.49978,8.2
58.167,8.49991,8.2
58.2504,8.5004,8.2
58.3332,8.50051,8.2
58.4166,8.50161,8.2
58.5,8.50276,8.2
58.5834,8.50314,8.2
58.6668,8.50361,8.2
58.7502,8.50133,8.2
58.8336,8.49935,8.2
58.917,8.49553,8.2
59.0004,8.49447,8.2
59.0832,8.48944,8.2
59.1666,8.4842,8.2
59.25,8.47249,8.2
59.3334,8.4563,8.2
59.4168,8.44476,8.2
59.5002,8.43801,8.2
59.5836,8.42983,8.2
59.667,8.41644,8.2
59.7504,8.40169,8.2
59.8332,8.38972,8.2
59.9166,8.3771,8.2
60,8.36042,8.2
60.0834,8.34561,8.2
60.1668,8.3336,8.2
60.2502,8.32411,8.2
60.3336,8.31428,8.2
60.417,8.30589,8.2
60.5004,8.2982,8.2
60.5832,8.28955,8.2
60.6666,8.27841,8.2
60.75,8.26725,8.2
60.8334,8.25772,8.2
60.9168,8.24847,8.2
61.0002,8.24105,8.2
61.0836,8.22981,8.2
61.167,8.21924,8.2
61.2504,8.20761,8.2
61.3332,8.19779,8.2
61.4166,8.18891,8.2
61.5,8.17906,8.2
61.5834,8.17094,8.2
61.6668,8.16491,8.2
61.7502,8.15857,8.2
61.8336,8.15079,8.2
61.917,8.14154,8.2
62.0004,8.13162,8.2
62.0832,8.12235,8.2
62.1666,8.11424,8.2
62.25,8.10478,8.2
62.3334,8.0946,8.2
62.4168,8.08491,8.2
62.5002,8.07853,8.2
62.5836,8.07346,8.2
62.667,8.06755,8.2
62.7504,8.05995,8.2
62.8332,8.05184,8.2
62.9166,8.0441,8.2
63,8.03656,8.2
63.0834,8.02861,8.2
63.1668,8.02159,8.2
63.2502,8.01484,8.2
63.3336,8.00742,8.2
63.417,7.99839,8.2
63.5004,7.98778,8.2
63.5832,7.9794,8.2
63.6666,7.97338,8.2
63.75,7.96701,8.2
63.8334,7.96202,8.2
63.9168,7.95859,8.2
64.0002,7.95338,8.2
64.0836,7.94826,8.2
64.167,7.94244,8.2
64.2504,7.93567,8.2
64.3332,7.9271,8.2
64.4166,7.92114,8.2
64.5,7.91333,8.2
64.5834,7.90624,8.2
64.6668,7.90019,8.2
64.7502,7.89568,8.2
64.8336,7.89274,8.2
64.917,7.89028,8.2
65.0004,7.88623,8.2
65.0832,7.88244,8.2
65.1666,7.8759,8.2
65.25,7.8697,8.2
65.3334,7.86403,8.2
65.4168,7.8611,8.2
65.5002,7.85793,8.2
65.5836,7.85501,8.2
65.667,7.85355,8.2
65.7504,7.85126,8.2
65.8332,7.84861,8.2
65.9166,7.84517,8.2
66,7.84299,8.2
66.0834,7.83713,8.2
66.1668,7.83454,8.2
66.2502,7.83051,8.2
66.3336,7.82675,8.2
66.417,7.82161,8.2
66.5004,7.81759,8.2
66.5832,7.81423,8.2
66.6666,7.81105,8.2
66.75,7.80741,8.2
66.8334,7.8053,8.2
66.9168,7.80414,8.2
67.0002,7.80332,8.2
67.0836,7.80189,8.2
67.167,7.80039,8.2
67.2504,7.79588,8.2
67.3332,7.79185,8.2
67.4166,7.78711,8.2
67.5,7.78322,8.2
67.5834,7.78009,8.2
67.6668,7.77879,8.2
67.7502,7.77595,8.2
67.8336,7.77124,8.2
67.917,7.76701,8.2
68.0004,7.76212,8.2
68.0832,7.75764,8.2
68.1666,7.7548,8.2
68.25,7.75048,8.2
68.3334,7.74686,8.2
68.4168,7.74458,8.2
68.5002,7.74327,8.2
68.5836,7.73994,8.2
68.667,7.73789,8.2
68.7504,7.71899,8.2
68.8332,7.72088,8.2
68.9166,7.72237,8.2
69,7.72341,8.2
69.0834,7.72713,8.2
69.1668,7.73076,8.2
69.2502,7.73646,8.2
69.3336,7.74115,8.2
69.417,7.74664,8.2
69.5004,7.74981,8.2
69.5832,7.75285,8.2
69.6666,7.75438,8.2
69.75,7.7561,8.2
69.8334,7.75554,8.2
69.9168,7.75585,8.2
70.0002,7.75358,8.2
70.0836,7.75252,8.2
70.167,7.75058,8.2
70.2504,7.74997,8.2
70.3332,7.74935,8.2
70.4166,7.74951,8.2
70.5,7.74878,8.2
70.5834,7.7495,8.2
70.6668,7.7494,8.2
70.7502,7.74955,8.2
70.8336,7.75113,8.2
70.917,7.75091,8.2
71.0004,7.75155,8.2
71.0832,7.75126,8.2
71.1666,7.75128,8.2
71.25,7.75113,8.2
71.3334,7.75118,8.2
71.4168,7.7516,8.2
71.5002,7.752,8.2
71.5836,7.75341,8.2
71.667,7.75467,8.2
71.7504,7.75525,8.2
71.8332,7.75483,8.2
71.9166,7.75618,8.2
72,7.75641,8.2
72.0834,7.75591,8.2
72.1668,7.75507,8.2
72.2502,7.75306,8.2
72.3336,7.75182,8.2
72.417,7.74946,8.2
72.5004,7.74812,8.2
72.5832,7.74752,8.2
72.6666,7.74763,8.2
72.75,7.74744,8.2
72.8334,7.74763,8.2
72.9168,7.74744,8.2
73.0002,7.74714,8.2
73.0836,7.74674,8.2
73.167,7.74671,8.2
73.2504,7.74669,8.2
73.3332,7.74455,8.2
73.4166,7.73992,8.2
73.5,7.73468,8.2
73.5834,7.73311,8.2
73.6668,7.73265,8.2
73.7502,7.73092,8.2
73.8336,7.7296,8.2
73.917,7.7257,8.2
74.0004,7.72184,8.2
74.0832,7.71926,8.2
74.1666,7.71622,8.2
74.25,7.71274,8.2
74.3334,7.71001,8.2
74.4168,7.70681,8.2
74.5002,7.7047,8.2
74.5836,7.70094,8.2
74.667,7.69584,8.2
74.7504,7.69192,8.2
74.8332,7.68949,8.2
74.9166,7.68687,8.2
75,7.68416,8.2
75.0834,7.67889,8.2
75.1668,7.67391,8.2
75.2502,7.6678,8.2
75.3336,7.66442,8.2
75.417,7.6625,8.2
75.5004,7.66216,8.2
75.5832,7.66217,8.2
75.6666,7.66343,8.2
75.75,7.66529,8.2
75.8334,7.66937,8.2
75.9168,7.67339,8.2
76.0002,7.67776,8.2
76.0836,7.68053,8.2
76.167,7.68198,8.2
76.2504,7.68295,8.2
76.3332,7.684,8.2
76.4166,7.68605,8.2
76.5,7.6885,8.2
76.5834,7.69251,8.2
76.6668,7.69554,8.2
76.7502,7.69923,8.2
76.8336,7.69905,8.2
76.917,7.69768,8.2
77.0004,7.69821,8.2
77.0832,7.70176,8.2
77.1666,7.70642,8.2
77.25,7.7107,8.2
77.3334,7.71449,8.2
77.4168,7.71848,8.2
77.5002,7.72066,8.2
77.5836,7.71913,8.2
77.667,7.7141,8.2
77.7504,7.7088,8.2
77.8332,7.70671,8.2
77.9166,7.70897,8.2
78,7.71102,8.2
78.0834,7.71304,8.2
78.1668,7.71395,8.2
78.2502,7.71616,8.2
78.3336,7.71598,8.2
78.417,7.71816,8.2
78.5004,7.72089,8.2
78.5832,7.72539,8.2
78.6666,7.73003,8.2
78.75,7.73489,8.2
78.8334,7.74037,8.2
78.9168,7.74281,8.2
79.0002,7.74483,8.2
79.0836,7.74597,8.2
79.167,7.7467,8.2
79.2504,7.74924,8.2
79.3332,7.74921,8.2
79.4166,7.7485,8.2
79.5,7.74537,8.2
79.5834,7.74197,8.2
79.6668,7.74122,8.2
79.7502,7.73753,8.2
79.8336,7.73331,8.2
79.917,7.73022,8.2
80.0004,7.72812,8.2
80.0832,7.73034,8.2
80.1666,7.73234,8.2
80.25,7.73457,8.2
80.3334,7.73393,8.2
80.4168,7.73664,8.2
80.5002,7.74047,8.2
80.5836,7.74535,8.2
80.667,7.74924,8.2
80.7504,7.75255,8.2
80.8332,7.75611,8.2
80.9166,7.76119,8.2
81,7.76488,8.2
81.0834,7.76912,8.2
81.1668,7.77441,8.2
81.2502,7.78071,8.2
81.3336,7.78451,8.2
81.417,7.78661,8.2
81.5004,7.78934,8.2
81.5832,7.78801,8.2
81.6666,7.79831,8.2
81.75,7.79101,8.2
81.8334,7.79575,8.2
81.9168,7.79504,8.2
82.0002,7.79751,8.2
82.0836,7.80069,8.2
82.167,7.80459,8.2
82.2504,7.80812,8.2
82.3332,7.8129,8.2
82.4166,7.82281,8.2
82.5,7.83754,8.2
82.5834,7.85884,8.2
82.6668,7.87884,8.2
82.7502,7.89189,8.2
82.8336,7.90176,8.2
82.917,7.91996,8.2
83.0004,7.93529,8.2
83.0832,7.9516,8.2
83.1666,7.96646,8.2
83.25,7.98624,8.2
83.3334,8.00549,8.2
83.4168,8.01662,8.2
83.5002,8.02321,8.2
83.5836,8.03035,8.2
83.667,8.03961,8.2
83.7504,8.04976,8.2
83.8332,8.0586,8.2
83.9166,8.06664,8.2
84,8.07324,8.2
84.0834,8.08033,8.2
84.1668,8.08727,8.2
84.2502,8.09572,8.2
84.3336,8.10401,8.2
84.417,8.10989,8.2
84.5004,8.11377,8.2
84.5832,8.11641,8.2
84.6666,8.11884,8.2
84.75,8.12164,8.2
84.8334,8.12522,8.2
84.9168,8.12949,8.2
85.0002,8.13388,8.2
85.0836,8.13637,8.2
85.167,8.14116,8.2
85.2504,8.14604,8.2
85.3332,8.14962,8.2
85.4166,8.1544,8.2
85.5,8.15863,8.2
