time,gvc,water
9.4998,8.40405,7.6
9.5832,8.41428,7.6
9.6666,8.43011,7.6
9.75,8.4269,7.6
9.8334,8.43422,7.6
9.9168,8.43785,7.6
10.0002,8.43888,7.6
10.0836,8.44172,7.6
10.1664,8.44543,7.6
10.2498,8.45038,7.6
10.3332,8.45475,7.6
10.4166,8.45764,7.6
10.5,8.45762,7.6
10.5834,8.46025,7.6
10.6668,8.46246,7.6
10.7502,8.46427,7.6
10.8336,8.46716,7.6
10.9164,8.46907,7.6
10.9998,8.47168,7.6
11.0832,8.47408,7.6
11.1666,8.48057,7.6
11.25,8.47793,7.6
11.3334,8.47906,7.6
11.4168,8.47223,7.6
11.5002,8.47366,7.6
11.5836,8.4744,7.6
11.667,8.46668,7.6
11.7498,8.45051,7.6
11.8332,8.41059,7.6
11.9052,8.38935,7.6
11.9886,8.38168,7.6
12.072,8.38545,7.6
12.1554,8.39031,7.6
12.2388,8.39693,7.6
12.3222,8.39904,7.6
12.4056,8.4014,7.6
12.489,8.40091,7.6
12.5724,8.40124,7.6
12.6558,8.39924,7.6
12.7386,8.39852,7.6
12.822,8.39749,7.6
12.9054,8.39704,7.6
12.9888,8.39893,7.6
13.0722,8.40076,7.6
13.1556,8.40169,7.6
13.239,8.40203,7.6
13.3224,8.40231,7.6
13.4058,8.40045,7.6
13.4886,8.40514,7.6
13.572,8.40084,7.6
13.6554,8.40147,7.6
13.7388,8.4013,7.6
13.8222,8.40262,7.6
13.9056,8.40183,7.6
13.989,8.40172,7.6
14.0724,8.40502,7.6
14.1552,8.40434,7.6
14.2386,8.40523,7.6
14.322,8.40385,7.6
14.4054,8.40487,7.6
14.4888,8.40665,7.6
14.5722,8.40819,7.6
14.6556,8.40934,7.6
14.739,8.40897,7.6
14.8224,8.40706,7.6
14.9058,8.40329,7.6
14.9886,8.40098,7.6
15.072,8.39569,7.6
15.1554,8.38947,7.6
15.2388,8.38595,7.6
15.3222,8.38141,7.6
15.4056,8.37747,7.6
15.489,8.37435,7.6
15.5724,8.37171,7.6
15.6558,8.36632,7.6
15.7386,8.36062,7.6
15.822,8.34661,7.6
15.9054,8.33732,7.6
15.9888,8.33029,7.6
16.0722,8.32587,7.6
16.1556,8.32144,7.6
16.239,8.31718,7.6
16.3224,8.31443,7.6
16.4052,8.30996,7.6
16.4886,8.30699,7.6
16.572,8.30615,7.6
16.6554,8.3094,7.6
16.7388,8.30926,7.6
16.8222,8.31067,7.6
16.9056,8.31135,7.6
16.989,8.30971,7.6
17.0724,8.30755,7.6
17.1552,8.3148,7.6
17.2386,8.3186,7.6
17.322,8.32271,7.6
17.4054,8.32997,7.6
17.4888,8.33721,7.6
17.5722,8.34445,7.6
17.6556,8.34986,7.6
17.739,8.35119,7.6
17.8224,8.34995,7.6
17.9058,8.35041,7.6
17.9886,8.34779,7.6
18.072,8.3466,7.6
18.1554,8.34162,7.6
18.2388,8.34083,7.6
18.3222,8.3377,7.6
18.4056,8.33777,7.6
18.489,8.33316,7.6
18.5724,8.33171,7.6
18.6558,8.32814,7.6
18.7386,8.32547,7.6
18.822,8.32358,7.6
18.9054,8.32227,7.6
18.9888,8.31399,7.6
19.0722,8.30742,7.6
19.1556,8.29805,7.6
19.239,8.28945,7.6
19.3224,8.28412,7.6
19.4052,8.28085,7.6
19.4886,8.278,7.6
19.572,8.27597,7.6
19.6554,8.2724,7.6
19.7388,8.26871,7.6
19.8222,8.26217,7.6
19.9056,8.25627,7.6
19.989,8.24767,7.6
20.0724,8.24352,7.6
20.1552,8.23777,7.6
20.2386,8.23685,7.6
20.322,8.23484,7.6
20.4054,8.23282,7.6
20.4888,8.23428,7.6
20.5722,8.23033,7.6
20.6556,8.23036,7.6
20.739,8.2279,7.6
20.8224,8.22602,7.6
20.9058,8.22404,7.6
20.9886,8.22293,7.6
21.072,8.22045,7.6
21.1554,8.22095,7.6
21.2388,8.21673,7.6
21.3222,8.21506,7.6
21.4056,8.21411,7.6
21.489,8.21173,7.6
21.5724,8.20941,7.6
21.6558,8.20456,7.6
21.7386,8.19977,7.6
21.822,8.19334,7.6
21.9054,8.18652,7.6
21.9888,8.17916,7.6
22.0722,8.17654,7.6
22.1556,8.17113,7.6
22.239,8.17068,7.6
22.3224,8.16456,7.6
22.4052,8.15957,7.6
22.4886,8.15494,7.6
22.572,8.15092,7.6
22.6554,8.14865,7.6
22.7388,8.14124,7.6
22.8222,8.13536,7.6
22.9056,8.13287,7.6
22.989,8.12807,7.6
23.0724,8.12259,7.6
23.1552,8.11738,7.6
23.2386,8.11578,7.6
23.322,8.11591,7.6
23.4054,8.11249,7.6
23.4888,8.1102,7.6
23.5722,8.10477,7.6
23.6556,8.10208,7.6
23.739,8.10038,7.6
23.8224,8.09721,7.6
23.9058,8.09404,7.6
23.9886,8.09205,7.6
24.072,8.08906,7.6
24.1554,8.086,7.6
24.2388,8.08265,7.6
24.3222,8.07851,7.6
24.4056,8.07367,7.6
24.489,8.06798,7.6
24.5724,8.06521,7.6
24.6558,8.06131,7.6
24.7386,8.05023,7.6
24.822,8.04623,7.6
24.9054,8.03786,7.6
24.9888,8.03327,7.6
25.0722,8.02708,7.6
25.1556,8.02081,7.6
25.239,8.01361,7.6
25.3224,8.00738,7.6
25.4052,8.00243,7.6
25.4886,7.99971,7.6
25.572,7.99406,7.6
25.6554,7.99306,7.6
25.7388,7.98903,7.6
25.8222,7.98606,7.6
25.9056,7.984,7.6
25.989,7.98141,7.6
26.0724,7.98078,7.6
26.1558,7.9789,7.6
26.2386,7.97743,7.6
26.322,7.976,7.6
26.4054,7.97422,7.6
26.4888,7.9708,7.6
26.5722,7.96864,7.6
26.6556,7.96744,7.6
26.739,7.96319,7.6
26.8224,7.96123,7.6
26.9058,7.95767,7.6
26.9886,7.95651,7.6
27.072,7.956,7.6
27.1554,7.95447,7.6
27.2388,7.95123,7.6
27.3222,7.94815,7.6
27.4056,7.94502,7.6
27.489,7.93867,7.6
27.5724,7.93508,7.6
27.6552,7.93255,7.6
27.7386,7.9269,7.6
27.822,7.92042,7.6
27.9054,7.91746,7.6
27.9888,7.91145,7.6
28.0722,7.90877,7.6
28.1556,7.90509,7.6
28.239,7.90046,7.6
28.3224,7.89612,7.6
28.4052,7.89254,7.6
28.4886,7.88428,7.6
28.572,7.87962,7.6
28.6554,7.87475,7.6
28.7388,7.87096,7.6
28.8222,7.86736,7.6
28.9056,7.86349,7.6
28.989,7.85963,7.6
29.0724,7.85657,7.6
29.1558,7.85076,7.6
29.2386,7.85084,7.6
29.322,7.84431,7.6
29.4054,7.83724,7.6
29.4888,7.8299,7.6
29.5722,7.82301,7.6
29.6556,7.81865,7.6
29.739,7.81069,7.6
29.8224,7.81374,7.6
29.9058,7.8047,7.6
29.9886,7.80286,7.6
30.072,7.79512,7.6
30.1554,7.78271,7.6
30.2388,7.79379,7.6
30.3222,7.78616,7.6
30.4056,7.78405,7.6
30.489,7.7863,7.6
30.5724,7.77087,7.6
30.6552,7.77179,7.6
30.7386,7.77023,7.6
30.822,7.76892,7.6
30.9054,7.76651,7.6
30.9888,7.76511,7.6
31.0722,7.76077,7.6
31.1556,7.75948,7.6
31.239,7.75674,7.6
31.3224,7.7531,7.6
31.4052,7.74736,7.6
31.4886,7.74647,7.6
31.572,7.74816,7.6
31.6554,7.74787,7.6
31.7388,7.75047,7.6
31.8222,7.75574,7.6
31.9056,7.75772,7.6
31.989,7.75756,7.6
32.0724,7.7507,7.6
32.1558,7.74457,7.6
32.2386,7.73487,7.6
32.322,7.72809,7.6
32.4054,7.72204,7.6
32.4888,7.71616,7.6
32.5722,7.70695,7.6
32.6556,7.69267,7.6
32.739,7.67904,7.6
32.8224,7.66495,7.6
32.9058,7.65172,7.6
32.9886,7.63927,7.6
33.072,7.62912,7.6
33.1554,7.62062,7.6
33.2388,7.61261,7.6
33.3222,7.60023,7.6
33.4056,7.59006,7.6
33.489,7.58255,7.6
33.5724,7.56983,7.6
33.6552,7.55827,7.6
33.7386,7.54838,7.6
33.822,7.53915,7.6
33.9054,7.53123,7.6
33.9888,7.51703,7.6
34.0722,7.50057,7.6
34.1556,7.48803,7.6
34.239,7.47496,7.6
34.3224,7.46256,7.6
34.4052,7.44821,7.6
34.4886,7.43746,7.6
34.572,7.42965,7.6
34.6554,7.42033,7.6
34.7388,7.41393,7.6
34.8222,7.4078,7.6
34.9056,7.40146,7.6
34.989,7.39599,7.6
35.0724,7.39077,7.6
35.1558,7.3849,7.6
35.2386,7.37758,7.6
35.322,7.36545,7.6
35.4054,7.35831,7.6
35.4888,7.34851,7.6
35.5722,7.34313,7.6
35.6556,7.33454,7.6
35.739,7.32955,7.6
35.8224,7.31558,7.6
35.9058,7.30389,7.6
35.9886,7.29441,7.6
36.072,7.28681,7.6
36.1554,7.27904,7.6
36.2388,7.27196,7.6
36.3222,7.26499,7.6
36.4056,7.25668,7.6
36.489,7.24548,7.6
36.5724,7.2352,7.6
36.6552,7.22338,7.6
36.7386,7.21343,7.6
36.822,7.19984,7.6
36.9054,7.1914,7.6
36.9888,7.1819,7.6
37.0722,7.17447,7.6
37.1556,7.1713,7.6
37.239,7.16828,7.6
37.3224,7.16498,7.6
37.4058,7.15765,7.6
37.4886,7.15282,7.6
37.572,7.14429,7.6
37.6554,7.13882,7.6
37.7388,7.1326,7.6
37.8222,7.12748,7.6
37.9056,7.12353,7.6
37.989,7.11929,7.6
38.0724,7.11433,7.6
38.1558,7.10954,7.6
38.2386,7.10569,7.6
38.322,7.1007,7.6
38.4054,7.09276,7.6
38.4888,7.08674,7.6
38.5722,7.07994,7.6
38.6556,7.07257,7.6
38.739,7.06822,7.6
38.8224,7.06443,7.6
38.9052,7.05991,7.6
38.9886,7.05652,7.6
39.072,7.05273,7.6
39.1554,7.0466,7.6
39.2388,7.04489,7.6
39.3222,7.03992,7.6
39.4056,7.0358,7.6
39.489,7.03199,7.6
39.5724,7.02796,7.6
39.6552,7.0222,7.6
39.7386,7.01881,7.6
39.822,7.01403,7.6
39.9054,7.01015,7.6
39.9888,7.00615,7.6
40.0722,7.00592,7.6
40.1556,7.00592,7.6
40.239,7.00876,7.6
40.3224,7.00628,7.6
40.4058,7.00452,7.6
40.4886,7.00262,7.6
40.572,7.00136,7.6
40.6554,7.00128,7.6
40.7388,6.99791,7.6
40.8222,6.99407,7.6
40.9056,6.99333,7.6
40.989,6.99163,7.6
41.0724,6.98661,7.6
41.1558,6.99702,7.6
41.2386,6.99023,7.6
41.322,7.00589,7.6
41.4054,6.9877,7.6
41.4888,6.98585,7.6
41.5722,6.98424,7.6
41.6556,6.98283,7.6
41.739,6.98001,7.6
41.8224,6.97682,7.6
41.9052,6.97372,7.6
41.9886,6.96737,7.6
42.072,6.9619,7.6
42.1554,6.95657,7.6
42.2388,6.95102,7.6
42.3222,6.94656,7.6
42.4056,6.94061,7.6
42.489,6.93456,7.6
42.5724,6.93259,7.6
42.6552,6.92989,7.6
42.7386,6.92798,7.6
42.822,6.92655,7.6
42.9054,6.92115,7.6
42.9888,6.9174,7.6
43.0722,6.91512,7.6
43.1556,6.91224,7.6
43.239,6.90875,7.6
43.3224,6.90582,7.6
43.4058,6.9033,7.6
43.4886,6.90307,7.6
43.572,6.90294,7.6
43.6554,6.90031,7.6
43.7388,6.90033,7.6
43.8222,6.89835,7.6
43.9056,6.89743,7.6
43.989,6.8955,7.6
44.0724,6.89364,7.6
44.1558,6.89178,7.6
44.2386,6.89167,7.6
44.322,6.88911,7.6
44.4054,6.88776,7.6
44.4888,6.88626,7.6
44.5722,6.88623,7.6
44.6556,6.88445,7.6
44.739,6.88408,7.6
44.8224,6.88217,7.6
44.9052,6.88118,7.6
44.9886,6.88066,7.6
45.072,6.87849,7.6
45.1554,6.87717,7.6
45.2388,6.87639,7.6
45.3222,6.87163,7.6
45.4056,6.8708,7.6
45.489,6.86905,7.6
45.5724,6.86717,7.6
45.6552,6.86408,7.6
45.7386,6.86294,7.6
45.822,6.86146,7.6
45.9054,6.85904,7.6
45.9888,6.85873,7.6
46.0722,6.85879,7.6
46.1556,6.85701,7.6
46.239,6.85713,7.6
46.3224,6.85418,7.6
46.4058,6.8553,7.6
46.4886,6.85382,7.6
46.572,6.85237,7.6
46.6554,6.85199,7.6
46.7388,6.85232,7.6
46.8222,6.85178,7.6
46.9056,6.85225,7.6
46.989,6.8545,7.6
47.0724,6.85233,7.6
47.1558,6.85288,7.6
47.2386,6.85407,7.6
47.322,6.85417,7.6
47.4054,6.85488,7.6
47.4888,6.85297,7.6
47.5722,6.85177,7.6
47.6556,6.85011,7.6
47.739,6.84909,7.6
47.8224,6.84801,7.6
47.9052,6.84627,7.6
47.9886,6.84471,7.6
48.072,6.84335,7.6
48.1554,6.84328,7.6
48.2388,6.84234,7.6
48.3222,6.84371,7.6
48.4056,6.83218,7.6
48.489,6.85246,7.6
48.5724,6.82706,7.6
48.6558,6.85332,7.6
48.7386,6.83552,7.6
48.822,6.83846,7.6
48.9054,6.83847,7.6
48.9888,6.82983,7.6
49.0722,6.8355,7.6
49.1556,6.8321,7.6
49.239,6.84041,7.6
49.3224,6.81863,7.6
49.4058,6.82004,7.6
49.4886,6.82035,7.6
49.572,6.82129,7.6
49.6554,6.82359,7.6
49.7388,6.82484,7.6
49.8222,6.8273,7.6
49.9056,6.8275,7.6
49.989,6.82775,7.6
50.0724,6.83048,7.6
50.1552,6.83185,7.6
50.2386,6.83047,7.6
50.322,6.83136,7.6
50.4054,6.83054,7.6
50.4888,6.82895,7.6
50.5722,6.82959,7.6
50.6556,6.82929,7.6
50.739,6.82652,7.6
50.8224,6.8259,7.6
50.9052,6.82771,7.6
50.9886,6.82403,7.6
51.072,6.82195,7.6
51.1554,6.82466,7.6
51.2388,6.82569,7.6
51.3222,6.82388,7.6
51.4056,6.82496,7.6
51.489,6.82501,7.6
51.5724,6.82544,7.6
51.6558,6.82774,7.6
51.7386,6.8271,7.6
51.822,6.82562,7.6
51.9054,6.82704,7.6
51.9888,6.82603,7.6
52.0722,6.82746,7.6
52.1556,6.8271,7.6
52.239,6.82715,7.6
52.3224,6.82783,7.6
52.4058,6.82663,7.6
52.4886,6.82599,7.6
52.572,6.8255,7.6
52.6554,6.8263,7.6
52.7388,6.8275,7.6
52.8222,6.8271,7.6
52.9056,6.82826,7.6
52.989,6.82942,7.6
53.0724,6.82764,7.6
53.1552,6.83018,7.6
53.2386,6.83006,7.6
53.322,6.82972,7.6
53.4054,6.83086,7.6
53.4888,6.83226,7.6
53.5722,6.83126,7.6
53.6556,6.83183,7.6
53.739,6.83333,7.6
53.8224,6.83236,7.6
53.9052,6.83335,7.6
53.9886,6.83253,7.6
54.072,6.83336,7.6
54.1554,6.8344,7.6
54.2388,6.83183,7.6
54.3222,6.83452,7.6
54.4056,6.83284,7.6
54.489,6.83097,7.6
54.5724,6.83175,7.6
54.6558,6.83203,7.6
54.7386,6.83181,7.6
54.822,6.8331,7.6
54.9054,6.83302,7.6
54.9888,6.83339,7.6
55.0722,6.83133,7.6
55.1556,6.83231,7.6
55.239,6.83209,7.6
55.3224,6.83228,7.6
55.4058,6.83352,7.6
55.4886,6.83131,7.6
55.572,6.83372,7.6
55.6554,6.83313,7.6
55.7388,6.83372,7.6
55.8222,6.83519,7.6
55.9056,6.83401,7.6
55.989,6.83776,7.6
56.0724,6.83534,7.6
56.1552,6.83547,7.6
56.2386,6.837,7.6
56.322,6.83823,7.6
56.4054,6.83776,7.6
56.4888,6.84051,7.6
56.5722,6.83763,7.6
56.6556,6.8388,7.6
56.739,6.83941,7.6
56.8224,6.83891,7.6
56.9052,6.84012,7.6
56.9886,6.83861,7.6
57.072,6.83898,7.6
57.1554,6.83962,7.6
57.2388,6.83847,7.6
57.3222,6.83911,7.6
57.4056,6.83884,7.6
57.489,6.8395,7.6
57.5724,6.84044,7.6
57.6558,6.84024,7.6
57.7386,6.84069,7.6
57.822,6.84295,7.6
57.9054,6.84226,7.6
57.9888,6.84238,7.6
58.0722,6.84329,7.6
58.1556,6.8441,7.6
58.239,6.84361,7.6
58.3224,6.84368,7.6
58.4058,6.84399,7.6
58.4886,6.84336,7.6
58.572,6.84364,7.6
58.6554,6.84452,7.6
58.7388,6.84364,7.6
58.8222,6.84348,7.6
58.9056,6.84372,7.6
58.989,6.84296,7.6
59.0724,6.84144,7.6
59.1552,6.84284,7.6
59.2386,6.84054,7.6
59.322,6.83939,7.6
59.4054,6.83942,7.6
59.4888,6.83973,7.6
59.5722,6.83854,7.6
59.6556,6.83878,7.6
59.739,6.8388,7.6
59.8224,6.83836,7.6
59.9058,6.83916,7.6
59.9886,6.83966,7.6
60.072,6.83709,7.6
60.1554,6.83813,7.6
60.2388,6.83997,7.6
60.3222,6.83839,7.6
60.4056,6.83814,7.6
60.489,6.8401,7.6
60.5724,6.82854,7.6
60.6558,6.85466,7.6
60.7386,6.83509,7.6
60.822,6.85635,7.6
60.9054,6.84893,7.6
60.9888,6.8594,7.6
61.0722,6.84413,7.6
61.1556,6.85517,7.6
61.239,6.85357,7.6
61.3224,6.85382,7.6
61.4052,6.85427,7.6
61.4886,6.85399,7.6
61.572,6.8569,7.6
61.6554,6.85608,7.6
61.7388,6.85901,7.6
61.8222,6.8602,7.6
61.9056,6.86461,7.6
61.989,6.86942,7.6
62.0724,6.87071,7.6
62.1552,6.87485,7.6
62.2386,6.87927,7.6
62.322,6.8816,7.6
62.4054,6.88735,7.6
62.4888,6.89085,7.6
62.5722,6.89553,7.6
62.6556,6.90404,7.6
62.739,6.90958,7.6
62.8224,6.91953,7.6
62.9058,6.92369,7.6
62.9886,6.93222,7.6
63.072,6.94374,7.6
63.1554,6.95251,7.6
63.2388,6.9692,7.6
63.3222,6.97975,7.6
63.4056,6.98827,7.6
63.489,7.00456,7.6
63.5724,7.0343,7.6
63.6558,7.07464,7.6
63.7386,7.12245,7.6
63.822,7.16374,7.6
63.9054,7.18707,7.6
63.9888,7.22219,7.6
64.0722,7.2433,7.6
64.1556,7.25965,7.6
64.239,7.27919,7.6
64.3224,7.30139,7.6
64.4052,7.32114,7.6
64.4886,7.33723,7.6
64.572,7.35116,7.6
64.6554,7.35543,7.6
64.7388,7.36286,7.6
64.8222,7.3722,7.6
64.9056,7.38052,7.6
64.989,7.394,7.6
65.0724,7.40213,7.6
65.1552,7.40881,7.6
65.2386,7.41476,7.6
65.322,7.42627,7.6
65.4054,7.43425,7.6
65.4888,7.44137,7.6
65.5722,7.44865,7.6
65.6556,7.45605,7.6
65.739,7.46484,7.6
65.8224,7.47107,7.6
65.9058,7.47834,7.6
65.9886,7.48727,7.6
66.072,7.49818,7.6
66.1554,7.50868,7.6
66.2388,7.52098,7.6
66.3222,7.52557,7.6
66.4056,7.53699,7.6
66.489,7.54281,7.6
66.5724,7.54199,7.6
66.6558,7.54281,7.6
66.7386,7.54075,7.6
66.822,7.53951,7.6
66.9054,7.53849,7.6
66.9888,7.53476,7.6
67.0722,7.53332,7.6
67.1556,7.53706,7.6
67.239,7.54292,7.6
67.3224,7.54599,7.6
67.4052,7.55507,7.6
67.4886,7.56607,7.6
67.572,7.57147,7.6
67.6554,7.58351,7.6
67.7388,7.58583,7.6
67.8222,7.59207,7.6
67.9056,7.59179,7.6
67.989,7.59183,7.6
68.0724,7.59026,7.6
68.1552,7.58932,7.6
68.2386,7.58499,7.6
68.322,7.57575,7.6
68.4054,7.56786,7.6
68.4888,7.56361,7.6
68.5722,7.55614,7.6
68.6556,7.55507,7.6
68.739,7.55885,7.6
68.8224,7.5616,7.6
68.9058,7.55787,7.6
68.9886,7.55699,7.6
69.072,7.55319,7.6
69.1554,7.55327,7.6
69.2388,7.56344,7.6
69.3222,7.56916,7.6
69.4056,7.57228,7.6
69.489,7.58003,7.6
69.5724,7.58648,7.6
69.6558,7.5929,7.6
69.7386,7.597,7.6
69.822,7.60274,7.6
69.9054,7.61123,7.6
69.9888,7.61963,7.6
70.0722,7.62805,7.6
70.1556,7.6307,7.6
70.239,7.63986,7.6
70.3224,7.65484,7.6
70.4052,7.66879,7.6
70.4886,7.68299,7.6
70.572,7.69687,7.6
70.6554,7.70201,7.6
70.7388,7.71215,7.6
70.8222,7.71611,7.6
70.9056,7.7196,7.6
70.989,7.72297,7.6
71.0724,7.73091,7.6
71.1558,7.74187,7.6
71.2386,7.76186,7.6
71.322,7.77513,7.6
71.4054,7.79539,7.6
71.4888,7.80871,7.6
71.5722,7.82195,7.6
71.6556,7.83072,7.6
71.739,7.8223,7.6
71.8224,7.82709,7.6
71.9058,7.83834,7.6
71.9886,7.85011,7.6
72.072,7.86117,7.6
72.1554,7.87596,7.6
72.2388,7.88444,7.6
72.3222,7.89759,7.6
72.4056,7.90247,7.6
72.489,7.9078,7.6
72.5724,7.9145,7.6
72.6552,7.92595,7.6
72.7386,7.93666,7.6
72.822,7.94587,7.6
72.9054,7.95328,7.6
72.9888,7.9634,7.6
73.0722,7.97562,7.6
73.1556,7.98168,7.6
73.239,7.99121,7.6
73.3224,7.99337,7.6
73.4052,7.99856,7.6
73.4886,7.99726,7.6
73.572,7.99432,7.6
73.6554,8.00136,7.6
73.7388,8.00912,7.6
73.8222,8.0158,7.6
73.9056,8.02245,7.6
73.989,8.02395,7.6
74.0724,8.02796,7.6
74.1558,8.02931,7.6
74.2386,8.03515,7.6
74.322,8.0368,7.6
74.4054,8.04169,7.6
74.4888,8.04865,7.6
74.5722,8.05679,7.6
74.6556,8.05549,7.6
74.739,8.0575,7.6
74.8224,8.06044,7.6
74.9058,8.06683,7.6
74.9886,8.07451,7.6
75.072,8.07542,7.6
75.1554,8.07893,7.6
75.2388,8.08509,7.6
75.3222,8.0879,7.6
75.4056,8.09183,7.6
75.489,8.09778,7.6
75.5724,8.10106,7.6
75.6552,8.1066,7.6
75.7386,8.11129,7.6
75.822,8.11572,7.6
75.9054,8.11869,7.6
75.9888,8.12717,7.6
76.0722,8.1325,7.6
76.1556,8.13413,7.6
76.239,8.13836,7.6
76.3224,8.1386,7.6
76.4052,8.14109,7.6
76.4886,8.14297,7.6
76.572,8.14471,7.6
76.6554,8.14807,7.6
76.7388,8.1485,7.6
76.8222,8.14982,7.6
76.9056,8.1507,7.6
76.989,8.15463,7.6
77.0724,8.15694,7.6
77.1558,8.15828,7.6
77.2386,8.16415,7.6
77.322,8.16802,7.6
77.4054,8.17212,7.6
77.4888,8.17718,7.6
77.5722,8.18131,7.6
77.6556,8.19471,7.6
77.739,8.1947,7.6
77.8224,8.20454,7.6
77.9058,8.20995,7.6
77.9886,8.21481,7.6
78.072,8.22016,7.6
78.1554,8.22478,7.6
78.2388,8.23027,7.6
78.3222,8.23212,7.6
78.4056,8.23678,7.6
78.489,8.24367,7.6
78.5724,8.24803,7.6
78.6552,8.25293,7.6
78.7386,8.25823,7.6
78.822,8.2637,7.6
78.9054,8.26826,7.6
78.9888,8.27114,7.6
79.0722,8.27599,7.6
79.1556,8.27665,7.6
79.239,8.27871,7.6
79.3224,8.28049,7.6
79.4052,8.28324,7.6
79.4886,8.28672,7.6
79.572,8.29376,7.6
79.6554,8.30142,7.6
79.7388,8.3095,7.6
79.8222,8.31404,7.6
79.9056,8.31905,7.6
79.989,8.32173,7.6
80.0724,8.32603,7.6
80.1558,8.32992,7.6
80.2386,8.3314,7.6
80.322,8.33613,7.6
80.4054,8.33977,7.6
80.4888,8.34006,7.6
80.5722,8.34894,7.6
80.6556,8.35202,7.6
80.739,8.35545,7.6
80.8224,8.35824,7.6
80.9058,8.35095,7.6
80.9886,8.34752,7.6
81.072,8.33724,7.6
81.1554,8.32734,7.6
81.2388,8.3141,7.6
81.3222,8.29423,7.6
81.4056,8.27863,7.6
81.489,8.27185,7.6
81.5724,8.26785,7.6
81.6552,8.26018,7.6
81.7386,8.25504,7.6
81.822,8.24192,7.6
81.9054,8.22423,7.6
81.9888,8.217,7.6
82.0722,8.21213,7.6
82.1556,8.21213,7.6
82.239,8.20623,7.6
82.3224,8.20595,7.6
82.4058,8.20996,7.6
82.4886,8.20481,7.6
82.572,8.20698,7.6
82.6554,8.21037,7.6
82.7388,8.21425,7.6
82.8222,8.21903,7.6
82.9056,8.22136,7.6
82.989,8.23197,7.6
83.0724,8.23638,7.6
83.1558,8.24661,7.6
83.2386,8.25408,7.6
83.322,8.25855,7.6
83.4054,8.26412,7.6
83.4888,8.26622,7.6
83.5722,8.26861,7.6
83.6556,8.27239,7.6
83.739,8.26625,7.6
83.8224,8.23945,7.6
83.9052,8.23332,7.6
83.9886,8.23491,7.6
84.072,8.23975,7.6
84.1554,8.23961,7.6
84.2388,8.25102,7.6
84.3222,8.25266,7.6
84.4056,8.25808,7.6
84.489,8.26264,7.6
84.5724,8.26255,7.6
84.6552,8.26562,7.6
84.7386,8.26874,7.6
84.822,8.25643,7.6
84.9054,8.24159,7.6
84.9888,8.22656,7.6
85.0722,8.22132,7.6
85.1556,8.2217,7.6
85.239,8.21813,7.6
